,Club,Position,Player_Name,DOB,Nation,Contract_Expiry,Value,League
453,Parma Calcio 1913,Forward,Gervinho,"May 27, 1987 (32)",Cote d'Ivoire,30.06.2021,£8.10m,Serie A
454,Parma Calcio 1913,Forward,Yann Karamoh,"Jul 8, 1998 (21)",France,30.06.2020,£9.00m,Serie A
455,Parma Calcio 1913,Forward,Mattia Sprocati,"Apr 28, 1993 (26)",Italy,-,£1.35m,Serie A
456,Parma Calcio 1913,Forward,Luca Siligardi,"Jan 26, 1988 (31)",Italy,30.06.2022,£720k,Serie A
457,Parma Calcio 1913,Forward,Roberto Inglese,"Nov 12, 1991 (27)",Italy,30.06.2024,£13.50m,Serie A
458,Parma Calcio 1913,Forward,Andreas Cornelius,"Mar 16, 1993 (26)",Denmark,30.06.2021,£2.70m,Serie A
459,Parma Calcio 1913,Forward,Andrea Adorante,"Feb 5, 2000 (19)",Italy,30.06.2023,£113k,Serie A
460,SPAL,Goalkeeper,Etrit Berisha,"Mar 10, 1989 (30)",Albania,30.06.2020,£2.70m,Serie A
461,SPAL,Goalkeeper,Karlo Letica,"Feb 11, 1997 (22)",Croatia,30.06.2020,£1.62m,Serie A
462,SPAL,Goalkeeper,Demba Thiam,"Mar 9, 1998 (21)",Senegal,30.06.2020,£90k,Serie A
463,SPAL,Defender,Francesco Vicari,"Aug 3, 1994 (25)",Italy,30.06.2022,£4.50m,Serie A
464,SPAL,Defender,Igor,"Feb 7, 1998 (21)",Brazil,30.06.2023,£1.35m,Serie A
465,SPAL,Defender,Thiago Cionek,"Apr 21, 1986 (33)",Poland,30.06.2020,£720k,Serie A
466,SPAL,Defender,Bartosz Salamon,"May 1, 1991 (28)",Poland,30.06.2021,£720k,Serie A
467,SPAL,Defender,Nenad Tomović,"Aug 30, 1987 (32)",Serbia,30.06.2020,£540k,Serie A
468,SPAL,Defender,Felipe,"Jul 31, 1984 (35)",Brazil,30.06.2020,£450k,Serie A
469,SPAL,Defender,Paolo Cannistrà,"Nov 3, 2000 (18)",Italy,-,£23k,Serie A
470,SPAL,Defender,Arkadiusz Reca,"Jun 17, 1995 (24)",Poland,30.06.2020,£3.15m,Serie A
471,SPAL,Defender,Jacopo Sala,"Dec 5, 1991 (27)",Italy,30.06.2020,£1.44m,Serie A
472,SPAL,Midfielder,Simone Missiroli,"May 23, 1986 (33)",Italy,30.06.2021,£1.80m,Serie A
473,SPAL,Midfielder,Mirko Valdifiori,"Apr 21, 1986 (33)",Italy,30.06.2020,£450k,Serie A
474,SPAL,Midfielder,Jasmin Kurtic,"Jan 10, 1989 (30)",Slovenia,30.06.2022,£5.40m,Serie A
475,SPAL,Midfielder,Alessandro Murgia,"Aug 9, 1996 (23)",Italy,30.06.2024,£4.50m,Serie A
476,SPAL,Midfielder,Mattia Valoti,"Sep 6, 1993 (26)",Italy,30.06.2021,£900k,Serie A
477,SPAL,Midfielder,Marco D'Alessandro,"Feb 17, 1991 (28)",Italy,30.06.2020,£1.80m,Serie A
478,SPAL,Midfielder,Gabriel Strefezza,"Apr 18, 1997 (22)",Brazil,30.06.2020,£270k,Serie A
479,SPAL,Midfielder,Mohamed Fares,"Feb 15, 1996 (23)",Algeria,30.06.2022,£5.40m,Serie A
480,SPAL,Forward,Federico Di Francesco,"Jun 14, 1994 (25)",Italy,30.06.2020,£4.05m,Serie A
481,SPAL,Forward,Marko Jankovic,"Jul 9, 1995 (24)",Montenegro,30.06.2022,£1.62m,Serie A
482,SPAL,Forward,Andrea Petagna,"Jun 30, 1995 (24)",Italy,30.06.2023,£18.00m,Serie A
483,SPAL,Forward,Gabriele Moncini,"Apr 26, 1996 (23)",Italy,30.06.2022,£1.80m,Serie A
484,SPAL,Forward,Alberto Paloschi,"Jan 4, 1990 (29)",Italy,30.06.2021,£1.80m,Serie A
485,SPAL,Forward,Sergio Floccari,"Nov 12, 1981 (37)",Italy,30.06.2020,£270k,Serie A
486,Hellas Verona,Goalkeeper,Boris Radunović,"May 26, 1996 (23)",Serbia,30.06.2020,£810k,Serie A
487,Hellas Verona,Goalkeeper,Marco Silvestri,"Mar 2, 1991 (28)",Italy,30.06.2021,£720k,Serie A
488,Hellas Verona,Goalkeeper,Alessandro Berardi,"Jan 16, 1991 (28)",Italy,30.06.2021,£45k,Serie A
489,Hellas Verona,Defender,Pawel Dawidowicz,"May 20, 1995 (24)",Poland,30.06.2022,£1.80m,Serie A
490,Hellas Verona,Defender,Amir Rrahmani,"Feb 24, 1994 (25)",Kosovo,30.06.2023,£1.35m,Serie A
491,Hellas Verona,Defender,Salvatore Bocchetti,"Nov 30, 1986 (32)",Italy,30.06.2021,£1.35m,Serie A
492,Hellas Verona,Defender,Koray Günter,"Aug 16, 1994 (25)",Germany,30.06.2020,£900k,Serie A
493,Hellas Verona,Defender,Alan Empereur,"Mar 10, 1994 (25)",Brazil,30.06.2021,£450k,Serie A
494,Hellas Verona,Defender,Marash Kumbulla,"Feb 8, 2000 (19)",Albania,30.06.2022,£68k,Serie A
495,Hellas Verona,Defender,Alessandro Crescenzi,"Sep 25, 1991 (27)",Italy,30.06.2021,£630k,Serie A
496,Hellas Verona,Defender,Luigi Vitale,"Oct 5, 1987 (31)",Italy,30.06.2021,£540k,Serie A
497,Hellas Verona,Defender,Claud Adjapong,"May 6, 1998 (21)",Italy,30.06.2020,£3.15m,Serie A
498,Hellas Verona,Defender,Davide Faraoni,"Oct 25, 1991 (27)",Italy,30.06.2022,£810k,Serie A
499,Hellas Verona,Defender,Wesley,"Mar 13, 2000 (19)",Brazil,30.06.2021,-,Serie A
500,Hellas Verona,Midfielder,Miguel Veloso,"May 11, 1986 (33)",Portugal,30.06.2020,£900k,Serie A
501,Hellas Verona,Midfielder,Andrea Danzi,"Feb 25, 1999 (20)",Italy,30.06.2022,£450k,Serie A
502,Hellas Verona,Midfielder,Daniel Bessa,"Jan 14, 1993 (26)",Italy,30.06.2021,£4.05m,Serie A
503,Hellas Verona,Midfielder,Valerio Verre,"Jan 11, 1994 (25)",Italy,30.06.2020,£3.15m,Serie A
504,Hellas Verona,Midfielder,Sofyan Amrabat,"Aug 21, 1996 (23)",Morocco,30.06.2020,£2.70m,Serie A
505,Hellas Verona,Midfielder,Emmanuel Badu,"Dec 2, 1990 (28)",Ghana,30.06.2020,£1.35m,Serie A
506,Hellas Verona,Midfielder,Matteo Pessina,"Apr 21, 1997 (22)",Italy,30.06.2020,£1.35m,Serie A
507,Hellas Verona,Midfielder,Liam Henderson,"Apr 25, 1996 (23)",Scotland,30.06.2022,£1.26m,Serie A
508,Hellas Verona,Midfielder,Mattia Zaccagni,"Jun 16, 1995 (24)",Italy,30.06.2022,£1.17m,Serie A
509,Hellas Verona,Midfielder,Lucas Felippe,"May 3, 2000 (19)",Brazil,30.06.2022,£68k,Serie A
510,Hellas Verona,Midfielder,Darko Lazovic,"Sep 15, 1990 (29)",Serbia,30.06.2022,£2.70m,Serie A
511,Hellas Verona,Forward,Gennaro Tutino,"Aug 20, 1996 (23)",Italy,30.06.2020,£2.25m,Serie A
512,Hellas Verona,Forward,Antonio Di Gaudio,"Aug 16, 1989 (30)",Italy,30.06.2021,£1.26m,Serie A
513,Hellas Verona,Forward,Mariusz Stepinski,"May 12, 1995 (24)",Poland,30.06.2020,£3.60m,Serie A
514,Hellas Verona,Forward,Eddie Salcedo,"Oct 1, 2001 (17)",Italy,30.06.2020,£1.80m,Serie A
515,Hellas Verona,Forward,Samuel Di Carmine,"Sep 29, 1988 (30)",Italy,30.06.2021,£1.53m,Serie A
516,Hellas Verona,Forward,Giampaolo Pazzini,"Aug 2, 1984 (35)",Italy,30.06.2020,£450k,Serie A
517,Hellas Verona,Forward,Lubomir Tupta,"Mar 27, 1998 (21)",Slovakia,30.06.2021,£360k,Serie A
518,US Lecce,Goalkeeper,Gabriel,"Sep 27, 1992 (26)",Brazil,30.06.2021,£900k,Serie A
519,US Lecce,Goalkeeper,Mauro Vigorito,"May 22, 1990 (29)",Italy,30.06.2021,£540k,Serie A
520,US Lecce,Goalkeeper,Marco Bleve,"Oct 18, 1995 (23)",Italy,30.06.2020,£135k,Serie A
521,US Lecce,Goalkeeper,Gianmarco Chironi,"Sep 7, 1997 (22)",Italy,30.06.2020,£45k,Serie A
522,US Lecce,Defender,Fabio Lucioni,"Sep 25, 1987 (31)",Italy,30.06.2021,£810k,Serie A
523,US Lecce,Defender,Biagio Meccariello,"Mar 27, 1991 (28)",Italy,30.06.2021,£540k,Serie A
524,US Lecce,Defender,Luca Rossettini,"May 9, 1985 (34)",Italy,30.06.2021,£450k,Serie A
525,US Lecce,Defender,Davide Riccardi,"Apr 9, 1996 (23)",Italy,30.06.2022,£135k,Serie A
526,US Lecce,Defender,Luka Dumancic,"Oct 27, 1998 (20)",Croatia,30.06.2020,£68k,Serie A
527,US Lecce,Defender,Cristian Dell'Orco,"Feb 10, 1994 (25)",Italy,30.06.2020,£900k,Serie A
528,US Lecce,Defender,Marco Calderoni,"Feb 18, 1989 (30)",Italy,30.06.2020,£630k,Serie A
529,US Lecce,Defender,Antonino Gallo,"Jan 5, 2000 (19)",Italy,30.06.2023,£180k,Serie A
530,US Lecce,Defender,Brayan Vera,"Jan 15, 1999 (20)",Colombia,30.06.2023,£90k,Serie A
531,US Lecce,Defender,Romario Benzar,"Mar 26, 1992 (27)",Romania,30.06.2022,£2.25m,Serie A
532,US Lecce,Defender,Andrea Rispoli,"Sep 29, 1988 (30)",Italy,30.06.2021,£900k,Serie A
533,US Lecce,Defender,Riccardo Fiamozzi,"May 18, 1993 (26)",Italy,30.06.2021,£630k,Serie A
534,US Lecce,Defender,Roberto Pierno,"Feb 14, 2001 (18)",Italy,-,-,Serie A
535,US Lecce,Midfielder,Giannelli Imbula,"Sep 12, 1992 (27)",DR Congo,30.06.2020,£4.50m,Serie A
536,US Lecce,Midfielder,Panagiotis Tachtsidis,"Feb 15, 1991 (28)",Greece,30.06.2022,£1.08m,Serie A
537,US Lecce,Midfielder,Jacopo Petriccione,"Feb 22, 1995 (24)",Italy,30.06.2023,£1.80m,Serie A
538,US Lecce,Midfielder,Yevhen Shakhov,"Nov 30, 1990 (28)",Ukraine,30.06.2021,£1.80m,Serie A
539,US Lecce,Midfielder,Andrea Tabanelli,"Feb 2, 1990 (29)",Italy,30.06.2020,£540k,Serie A
540,US Lecce,Midfielder,Zan Majer,"Jul 25, 1992 (27)",Slovenia,30.06.2022,£540k,Serie A
541,US Lecce,Midfielder,Radoslav Tsonev,"Apr 29, 1995 (24)",Bulgaria,30.06.2021,£225k,Serie A
542,US Lecce,Midfielder,Marco Mancosu,"Aug 22, 1988 (31)",Italy,30.06.2021,£1.26m,Serie A
543,US Lecce,Forward,Diego Farias,"May 10, 1990 (29)",Brazil,30.06.2021,£4.05m,Serie A
544,US Lecce,Forward,Filippo Falco,"Feb 11, 1992 (27)",Italy,30.06.2022,£2.25m,Serie A
545,US Lecce,Forward,Simone Lo Faso,"Feb 18, 1998 (21)",Italy,30.06.2023,£450k,Serie A
546,US Lecce,Forward,Edgaras Dubickas,"Jul 9, 1998 (21)",Lithuania,30.06.2021,£90k,Serie A
547,US Lecce,Forward,Khouma Babacar,"Mar 17, 1993 (26)",Senegal,30.06.2020,£7.20m,Serie A
548,US Lecce,Forward,Gianluca Lapadula,"Feb 7, 1990 (29)",Italy,30.06.2020,£4.50m,Serie A
549,US Lecce,Forward,Andrea La Mantia,"May 6, 1991 (28)",Italy,30.06.2022,£2.25m,Serie A
