,Club,Position,Player_Name,DOB,Nation,Contract_Expiry,Value,League
457,CA Osasuna,Midfielder,Iñigo Pérez,"Jan 18, 1988 (31)",Spain,30.06.2022,£720k,La Liga
458,CA Osasuna,Midfielder,Rubén García,"Jul 14, 1993 (26)",Spain,30.06.2023,£3.15m,La Liga
459,CA Osasuna,Midfielder,Roberto Torres,"Mar 7, 1989 (30)",Spain,30.06.2021,£1.80m,La Liga
460,CA Osasuna,Forward,Chimy Ávila,"Feb 6, 1994 (25)",Argentina,30.06.2023,£4.50m,La Liga
461,CA Osasuna,Forward,Kike Barja,"Apr 4, 1997 (22)",Spain,30.06.2021,£1.35m,La Liga
462,CA Osasuna,Forward,Robert Ibáñez,"Mar 22, 1993 (26)",Spain,30.06.2023,£900k,La Liga
463,CA Osasuna,Forward,Juan Villar,"May 19, 1988 (31)",Spain,30.06.2021,£810k,La Liga
464,CA Osasuna,Forward,Adrián López,"Jan 8, 1988 (31)",Spain,30.06.2020,£2.25m,La Liga
465,CA Osasuna,Forward,Brandon,"Feb 4, 1995 (24)",Spain,30.06.2022,£1.80m,La Liga
466,CA Osasuna,Forward,Marc Cardona,"Jul 8, 1995 (24)",Spain,30.06.2023,£1.35m,La Liga
467,Granada CF,Goalkeeper,Rui Silva,"Feb 7, 1994 (25)",Portugal,30.06.2021,£2.25m,La Liga
468,Granada CF,Goalkeeper,Aarón Escandell,"Sep 27, 1995 (23)",Spain,30.06.2020,£270k,La Liga
469,Granada CF,Defender,Domingos Duarte,"Mar 10, 1995 (24)",Portugal,30.06.2023,£2.70m,La Liga
470,Granada CF,Defender,José Antonio Martínez,"Feb 12, 1993 (26)",Spain,30.06.2020,£1.08m,La Liga
471,Granada CF,Defender,Neyder Lozano,"Mar 4, 1994 (25)",Colombia,30.06.2022,£540k,La Liga
472,Granada CF,Defender,Germán Sánchez,"Oct 31, 1986 (32)",Spain,30.06.2021,£450k,La Liga
473,Granada CF,Defender,Álex Martínez,"Aug 12, 1990 (29)",Spain,30.06.2021,£900k,La Liga
474,Granada CF,Defender,Ismail Köybasi,"Jul 10, 1989 (30)",Turkey,30.06.2020,£450k,La Liga
475,Granada CF,Defender,Carlos Neva,"Jun 12, 1996 (23)",Spain,30.06.2021,£180k,La Liga
476,Granada CF,Defender,Víctor Díaz,"Jun 12, 1988 (31)",Spain,30.06.2022,£1.08m,La Liga
477,Granada CF,Defender,Quini,"Sep 24, 1989 (29)",Spain,30.06.2020,£630k,La Liga
478,Granada CF,Midfielder,Maxime Gonalons,"Mar 10, 1989 (30)",France,30.06.2020,£3.60m,La Liga
479,Granada CF,Midfielder,Yangel Herrera,"Jan 7, 1998 (21)",Venezuela,30.06.2020,£1.80m,La Liga
480,Granada CF,Midfielder,Ángel Montoro,"Jun 25, 1988 (31)",Spain,30.06.2020,£1.35m,La Liga
481,Granada CF,Midfielder,Yan Brice,"Aug 26, 1997 (22)",Cameroon,30.06.2022,£900k,La Liga
482,Granada CF,Midfielder,Ramon Azeez,"Dec 12, 1992 (26)",Nigeria,30.06.2022,£720k,La Liga
483,Granada CF,Midfielder,Antonio Puertas,"Feb 21, 1992 (27)",Spain,30.06.2020,£1.80m,La Liga
484,Granada CF,Midfielder,Fede Vico,"Jul 4, 1994 (25)",Spain,30.06.2021,£1.35m,La Liga
485,Granada CF,Forward,Darwin Machís,"Feb 7, 1993 (26)",Venezuela,30.06.2023,£2.70m,La Liga
486,Granada CF,Forward,Álvaro Vadillo,"Sep 12, 1994 (25)",Spain,30.06.2020,£1.80m,La Liga
487,Granada CF,Forward,Carlos Fernández,"May 22, 1996 (23)",Spain,30.06.2020,£1.80m,La Liga
488,Granada CF,Forward,Roberto Soldado,"May 27, 1985 (34)",Spain,30.06.2020,£900k,La Liga
489,Granada CF,Forward,Adrián Ramos,"Jan 22, 1986 (33)",Colombia,30.06.2020,£900k,La Liga
