,Club,Position,Player_Name,DOB,Nation,Contract_Expiry,Value,League
435,FC Emmen,Defender,Desevio Payne,"Nov 30, 1995 (23)",United States,30.06.2020,£90k,Eredivise
436,FC Emmen,Defender,Ruben Roosken,"Mar 2, 2000 (19)",Netherlands,-,£45k,Eredivise
437,FC Emmen,Defender,Daniel Camara Bos,"May 24, 1999 (20)",Netherlands,30.06.2019,£45k,Eredivise
438,FC Emmen,Midfielder,Glenn Bijl,"Jul 13, 1995 (24)",Netherlands,30.06.2022,£810k,Eredivise
439,FC Emmen,Midfielder,Tom Hiariej,"Jul 25, 1988 (31)",Netherlands,30.06.2020,£315k,Eredivise
440,FC Emmen,Midfielder,Filip Ugrinic,"Jan 5, 1999 (20)",Switzerland,30.06.2020,£675k,Eredivise
441,FC Emmen,Midfielder,Michael Chacón,"Apr 11, 1994 (25)",Netherlands,30.06.2021,£630k,Eredivise
442,FC Emmen,Midfielder,Henk Bos,"Nov 12, 1992 (26)",Netherlands,30.06.2020,£113k,Eredivise
443,FC Emmen,Midfielder,Robbert de Vos,"May 26, 1996 (23)",Netherlands,30.06.2020,£68k,Eredivise
444,FC Emmen,Midfielder,Sergio Peña,"Sep 28, 1995 (23)",Peru,30.06.2022,£630k,Eredivise
445,FC Emmen,Midfielder,Michael de Leeuw,"Oct 7, 1986 (32)",Netherlands,30.06.2020,£540k,Eredivise
446,FC Emmen,Midfielder,Wouter Marinus,"Feb 18, 1995 (24)",Netherlands,30.06.2020,£360k,Eredivise
447,FC Emmen,Forward,Anco Jansen,"Mar 9, 1989 (30)",Netherlands,30.06.2021,£630k,Eredivise
448,FC Emmen,Forward,Luciano Slagveer,"Oct 5, 1993 (25)",Netherlands,30.06.2020,£450k,Eredivise
449,FC Emmen,Forward,Shani Tarashaj,"Feb 7, 1995 (24)",Switzerland,30.06.2021,£450k,Eredivise
450,FC Emmen,Forward,Marko Kolar,"May 31, 1995 (24)",Croatia,30.06.2021,£540k,Eredivise
451,FC Emmen,Forward,Jafar Arias,"Jun 16, 1995 (24)",Curacao,30.06.2020,£450k,Eredivise
452,FC Emmen,Forward,Nikolai Laursen,"Feb 19, 1998 (21)",Denmark,30.06.2022,£270k,Eredivise
453,FC Emmen,Forward,Freddy Quispel,"Oct 23, 2000 (18)",Netherlands,-,£45k,Eredivise
454,RKC Waalwijk,Goalkeeper,Etienne Vaessen,"Jul 26, 1995 (24)",Netherlands,30.06.2022,£360k,Eredivise
455,RKC Waalwijk,Goalkeeper,Kees Heemskerk,"May 2, 1991 (28)",Netherlands,30.06.2020,£180k,Eredivise
456,RKC Waalwijk,Goalkeeper,Mike Grim,"Sep 7, 1996 (23)",Netherlands,30.06.2020,-,Eredivise
457,RKC Waalwijk,Defender,Melle Meulensteen,"Jul 4, 1999 (20)",Netherlands,30.06.2022,£315k,Eredivise
458,RKC Waalwijk,Defender,Hannes Delcroix,"Feb 28, 1999 (20)",Belgium,30.06.2020,£225k,Eredivise
459,RKC Waalwijk,Defender,Lars Nieuwpoort,"Oct 29, 1994 (24)",Netherlands,30.06.2021,£225k,Eredivise
460,RKC Waalwijk,Defender,Henrico Drost,"Jan 21, 1987 (32)",Netherlands,30.06.2020,£180k,Eredivise
461,RKC Waalwijk,Defender,Ingo van Weert,"Feb 8, 1994 (25)",Netherlands,30.06.2020,£135k,Eredivise
462,RKC Waalwijk,Defender,Dean van der Sluys,"Aug 29, 1995 (24)",Netherlands,30.06.2021,£315k,Eredivise
463,RKC Waalwijk,Defender,Paul Quasten,"Mar 13, 1985 (34)",Czech Republic,30.06.2020,£135k,Eredivise
464,RKC Waalwijk,Defender,Juriën Gaari,"Dec 23, 1993 (25)",Curacao,30.06.2021,£405k,Eredivise
465,RKC Waalwijk,Midfielder,Clint Leemans,"Sep 15, 1995 (24)",Netherlands,30.06.2020,£900k,Eredivise
466,RKC Waalwijk,Midfielder,Daan Rienstra,"Oct 6, 1992 (26)",Netherlands,30.06.2021,£225k,Eredivise
467,RKC Waalwijk,Midfielder,Hans Mulder,"Apr 27, 1987 (32)",Netherlands,30.06.2020,£180k,Eredivise
468,RKC Waalwijk,Midfielder,Nikki Baggerman,"Oct 17, 1997 (21)",Netherlands,30.06.2021,£158k,Eredivise
469,RKC Waalwijk,Midfielder,Anas Tahiri,"May 5, 1995 (24)",Belgium,30.06.2021,£540k,Eredivise
470,RKC Waalwijk,Midfielder,Stijn Spierings,"Mar 12, 1996 (23)",Netherlands,30.06.2020,£405k,Eredivise
471,RKC Waalwijk,Midfielder,Kevin Vermeulen,"Nov 20, 1990 (28)",Netherlands,30.06.2020,£225k,Eredivise
472,RKC Waalwijk,Midfielder,Nando Nöstlinger,"Jan 15, 1998 (21)",Belgium,30.06.2021,£90k,Eredivise
473,RKC Waalwijk,Forward,Lennerd Daneels,"Apr 10, 1998 (21)",Belgium,30.06.2021,£90k,Eredivise
474,RKC Waalwijk,Forward,Saïd Bakari,"Sep 22, 1994 (24)",Comoros,30.06.2020,£68k,Eredivise
475,RKC Waalwijk,Forward,Dylan Seys,"Sep 26, 1996 (22)",Belgium,30.06.2020,£630k,Eredivise
476,RKC Waalwijk,Forward,Stanley Elbers,"May 14, 1992 (27)",Netherlands,30.06.2020,£450k,Eredivise
477,RKC Waalwijk,Forward,Darren Maatsen,"Jan 30, 1991 (28)",Netherlands,30.06.2020,£315k,Eredivise
478,RKC Waalwijk,Forward,Jari Koenraat,"Sep 26, 1995 (23)",Netherlands,30.06.2020,£135k,Eredivise
479,RKC Waalwijk,Forward,Dylan Vente,"May 9, 1999 (20)",Netherlands,30.06.2020,£900k,Eredivise
480,RKC Waalwijk,Forward,Sylla Sow,"Aug 8, 1996 (23)",Netherlands,30.06.2021,£450k,Eredivise
481,RKC Waalwijk,Forward,Mario Bilate,"Jul 16, 1991 (28)",Netherlands,30.06.2021,£360k,Eredivise
