,Club,Position,Player_Name,DOB,Nation,Contract_Expiry,Value,League
427,1. FC Köln,Midfielder,Ellyes Skhiri,"May 10, 1995 (24)",Tunisia,30.06.2023,£10.80m,Bundesliga
428,1. FC Köln,Midfielder,Birger Verstraete,"Apr 16, 1994 (25)",Belgium,30.06.2023,£3.60m,Bundesliga
429,1. FC Köln,Midfielder,Marco Höger,"Sep 16, 1989 (29)",Germany,30.06.2021,£1.80m,Bundesliga
430,1. FC Köln,Midfielder,Vincent Koziello,"Oct 28, 1995 (23)",France,30.06.2022,£1.80m,Bundesliga
431,1. FC Köln,Midfielder,Niklas Hauptmann,"Jun 27, 1996 (23)",Germany,30.06.2023,£1.80m,Bundesliga
432,1. FC Köln,Midfielder,Christian Clemens,"Aug 4, 1991 (28)",Germany,30.06.2021,£1.58m,Bundesliga
433,1. FC Köln,Midfielder,Marcel Risse,"Dec 17, 1989 (29)",Germany,30.06.2022,£1.35m,Bundesliga
434,1. FC Köln,Midfielder,Louis Schaub,"Dec 29, 1994 (24)",Austria,30.06.2022,£3.60m,Bundesliga
435,1. FC Köln,Midfielder,Dominick Drexler,"May 26, 1990 (29)",Germany,30.06.2022,£3.60m,Bundesliga
436,1. FC Köln,Forward,Florian Kainz,"Oct 24, 1992 (26)",Austria,30.06.2022,£2.70m,Bundesliga
437,1. FC Köln,Forward,Darko Churlinov,"Jul 11, 2000 (19)",North Macedonia,30.06.2020,£360k,Bundesliga
438,1. FC Köln,Forward,Kingsley Schindler,"Jul 12, 1993 (26)",Germany,30.06.2023,£2.70m,Bundesliga
439,1. FC Köln,Forward,Anthony Modeste,"Apr 14, 1988 (31)",France,30.06.2023,£6.30m,Bundesliga
440,1. FC Köln,Forward,Jhon Córdoba,"May 11, 1993 (26)",Colombia,30.06.2021,£5.85m,Bundesliga
441,1. FC Köln,Forward,Simon Terodde,"Mar 2, 1988 (31)",Germany,30.06.2021,£3.15m,Bundesliga
442,Fortuna Düsseldorf,Goalkeeper,Zack Steffen,"Apr 2, 1995 (24)",United States,30.06.2020,£4.50m,Bundesliga
443,Fortuna Düsseldorf,Goalkeeper,Michael Rensing,"May 14, 1984 (35)",Germany,30.06.2020,£450k,Bundesliga
444,Fortuna Düsseldorf,Goalkeeper,Raphael Wolf,"Jun 6, 1988 (31)",Germany,30.06.2021,£450k,Bundesliga
445,Fortuna Düsseldorf,Goalkeeper,Florian Kastenmeier,"Jun 28, 1997 (22)",Germany,30.06.2022,£90k,Bundesliga
446,Fortuna Düsseldorf,Goalkeeper,Tim Wiesner,"Nov 21, 1996 (22)",Germany,30.06.2020,£90k,Bundesliga
447,Fortuna Düsseldorf,Defender,Kaan Ayhan,"Nov 10, 1994 (24)",Turkey,30.06.2022,£8.10m,Bundesliga
448,Fortuna Düsseldorf,Defender,Kasim Adams,"Jun 22, 1995 (24)",Ghana,30.06.2020,£6.30m,Bundesliga
449,Fortuna Düsseldorf,Defender,André Hoffmann,"Feb 28, 1993 (26)",Germany,30.06.2023,£2.25m,Bundesliga
450,Fortuna Düsseldorf,Defender,Robin Bormuth,"Sep 19, 1995 (23)",Germany,30.06.2020,£1.58m,Bundesliga
451,Fortuna Düsseldorf,Defender,Niko Gießelmann,"Sep 26, 1991 (27)",Germany,30.06.2020,£3.60m,Bundesliga
452,Fortuna Düsseldorf,Defender,Markus Suttner,"Apr 16, 1987 (32)",Austria,30.06.2020,£1.35m,Bundesliga
453,Fortuna Düsseldorf,Defender,Diego Contento,"May 1, 1990 (29)",Germany,30.06.2020,£900k,Bundesliga
454,Fortuna Düsseldorf,Defender,Georgios Siadas,"Dec 27, 1999 (19)",Germany,30.06.2021,£180k,Bundesliga
455,Fortuna Düsseldorf,Defender,Matthias Zimmermann,"Jun 16, 1992 (27)",Germany,30.06.2024,£4.50m,Bundesliga
456,Fortuna Düsseldorf,Defender,Jean Zimmer,"Dec 6, 1993 (25)",Germany,30.06.2022,£2.48m,Bundesliga
457,Fortuna Düsseldorf,Midfielder,Marcel Sobottka,"Apr 25, 1994 (25)",Germany,30.06.2022,£3.15m,Bundesliga
458,Fortuna Düsseldorf,Midfielder,Adam Bodzek,"Sep 7, 1985 (34)",Poland,30.06.2020,£360k,Bundesliga
459,Fortuna Düsseldorf,Midfielder,Lewis Baker,"Apr 25, 1995 (24)",England,30.06.2020,£3.60m,Bundesliga
460,Fortuna Düsseldorf,Midfielder,Alfredo Morales,"May 12, 1990 (29)",United States,30.06.2021,£2.25m,Bundesliga
461,Fortuna Düsseldorf,Midfielder,Oliver Fink,"Jun 6, 1982 (37)",Germany,30.06.2020,£225k,Bundesliga
462,Fortuna Düsseldorf,Midfielder,Johannes Bühler,"Jul 26, 1997 (22)",Germany,30.06.2021,£90k,Bundesliga
463,Fortuna Düsseldorf,Midfielder,Erik Thommy,"Aug 20, 1994 (25)",Germany,30.06.2020,£2.70m,Bundesliga
464,Fortuna Düsseldorf,Midfielder,Kevin Stöger,"Aug 27, 1993 (26)",Austria,30.06.2020,£4.50m,Bundesliga
465,Fortuna Düsseldorf,Midfielder,Aymen Barkok,"May 21, 1998 (21)",Germany,30.06.2020,£1.80m,Bundesliga
466,Fortuna Düsseldorf,Midfielder,Thomas Pledl,"May 23, 1994 (25)",Germany,30.06.2021,£900k,Bundesliga
467,Fortuna Düsseldorf,Midfielder,Kelvin Ofori,"Jul 27, 2001 (18)",Ghana,30.06.2022,£270k,Bundesliga
468,Fortuna Düsseldorf,Forward,Kenan Karaman,"Mar 5, 1994 (25)",Turkey,30.06.2021,£2.25m,Bundesliga
469,Fortuna Düsseldorf,Forward,Nana Ampomah,"Jan 2, 1996 (23)",Ghana,30.06.2022,£2.25m,Bundesliga
470,Fortuna Düsseldorf,Forward,Davor Lovren,"Oct 3, 1998 (20)",Croatia,30.06.2023,£540k,Bundesliga
471,Fortuna Düsseldorf,Forward,Bernard Tekpetey,"Sep 3, 1997 (22)",Ghana,30.06.2021,£2.25m,Bundesliga
472,Fortuna Düsseldorf,Forward,Dawid Kownacki,"Mar 14, 1997 (22)",Poland,30.06.2020,£8.10m,Bundesliga
473,Fortuna Düsseldorf,Forward,Rouwen Hennings,"Aug 28, 1987 (32)",Germany,30.06.2020,£1.35m,Bundesliga
474,1.FC Union Berlin,Goalkeeper,Rafal Gikiewicz,"Oct 26, 1987 (31)",Poland,30.06.2020,£900k,Bundesliga
475,1.FC Union Berlin,Goalkeeper,Jakob Busk,"Sep 12, 1993 (26)",Denmark,30.06.2020,£360k,Bundesliga
476,1.FC Union Berlin,Goalkeeper,Moritz Nicolas,"Oct 21, 1997 (21)",Germany,30.06.2021,£135k,Bundesliga
477,1.FC Union Berlin,Goalkeeper,Leo Oppermann,"Aug 28, 2001 (18)",Germany,30.06.2020,-,Bundesliga
478,1.FC Union Berlin,Defender,Neven Subotic,"Dec 10, 1988 (30)",Germany,30.06.2021,£3.60m,Bundesliga
479,1.FC Union Berlin,Defender,Marvin Friedrich,"Dec 13, 1995 (23)",Germany,30.06.2022,£2.70m,Bundesliga
480,1.FC Union Berlin,Defender,Florian Hübner,"Mar 1, 1991 (28)",Germany,30.06.2020,£1.58m,Bundesliga
481,1.FC Union Berlin,Defender,Keven Schlotterbeck,"Apr 28, 1997 (22)",Germany,30.06.2020,£900k,Bundesliga
482,1.FC Union Berlin,Defender,Nicolai Rapp,"Dec 13, 1996 (22)",Germany,30.06.2022,£810k,Bundesliga
483,1.FC Union Berlin,Defender,Michael Parensen,"Jun 24, 1986 (33)",Germany,30.06.2020,£225k,Bundesliga
484,1.FC Union Berlin,Defender,Lennard Maloney,"Oct 8, 1999 (19)",United States,30.06.2021,£135k,Bundesliga
485,1.FC Union Berlin,Defender,Ken Reichel,"Dec 19, 1986 (32)",Germany,30.06.2020,£540k,Bundesliga
486,1.FC Union Berlin,Defender,Christopher Lenz,"Sep 22, 1994 (24)",Germany,30.06.2021,£450k,Bundesliga
487,1.FC Union Berlin,Defender,Christopher Trimmel,"Feb 24, 1987 (32)",Austria,30.06.2020,£540k,Bundesliga
488,1.FC Union Berlin,Defender,Julian Ryerson,"Nov 17, 1997 (21)",Norway,30.06.2021,£450k,Bundesliga
489,1.FC Union Berlin,Midfielder,Manuel Schmiedebach,"Dec 5, 1988 (30)",Germany,30.06.2021,£900k,Bundesliga
490,1.FC Union Berlin,Midfielder,Maurice Opfermann Arcones,"Jun 16, 2000 (19)",Germany,30.06.2021,£135k,Bundesliga
491,1.FC Union Berlin,Midfielder,Grischa Prömel,"Jan 9, 1995 (24)",Germany,30.06.2020,£1.80m,Bundesliga
492,1.FC Union Berlin,Midfielder,Christian Gentner,"Aug 14, 1985 (34)",Germany,30.06.2020,£1.35m,Bundesliga
493,1.FC Union Berlin,Midfielder,Felix Kroos,"Mar 12, 1991 (28)",Germany,30.06.2020,£720k,Bundesliga
494,1.FC Union Berlin,Midfielder,Robert Andrich,"Sep 22, 1994 (24)",Germany,30.06.2022,£540k,Bundesliga
495,1.FC Union Berlin,Midfielder,Julius Kade,"May 20, 1999 (20)",Germany,30.06.2021,£360k,Bundesliga
496,1.FC Union Berlin,Midfielder,Laurenz Dehl,"Dec 12, 2001 (17)",Germany,30.06.2021,£135k,Bundesliga
497,1.FC Union Berlin,Forward,Joshua Mees,"Apr 15, 1996 (23)",Germany,30.06.2021,£900k,Bundesliga
498,1.FC Union Berlin,Forward,Marius Bülter,"Mar 29, 1993 (26)",Germany,30.06.2020,£360k,Bundesliga
499,1.FC Union Berlin,Forward,Suleiman Abdullahi,"Dec 10, 1996 (22)",Nigeria,30.06.2022,£1.80m,Bundesliga
500,1.FC Union Berlin,Forward,Akaki Gogia,"Jan 18, 1992 (27)",Germany,30.06.2021,£1.13m,Bundesliga
501,1.FC Union Berlin,Forward,Sheraldo Becker,"Feb 9, 1995 (24)",Netherlands,30.06.2023,£1.13m,Bundesliga
502,1.FC Union Berlin,Forward,Florian Flecker,"Oct 29, 1995 (23)",Austria,30.06.2021,£810k,Bundesliga
503,1.FC Union Berlin,Forward,Sebastian Polter,"Apr 1, 1991 (28)",Germany,30.06.2020,£2.03m,Bundesliga
504,1.FC Union Berlin,Forward,Sebastian Andersson,"Jul 15, 1991 (28)",Sweden,30.06.2020,£1.80m,Bundesliga
505,1.FC Union Berlin,Forward,Anthony Ujah,"Oct 14, 1990 (28)",Nigeria,30.06.2022,£1.35m,Bundesliga
506,1.FC Union Berlin,Forward,Marcus Ingvartsen,"Jan 4, 1996 (23)",Denmark,30.06.2022,£1.35m,Bundesliga
507,SC Paderborn 07,Goalkeeper,Leopold Zingerle,"Apr 10, 1994 (25)",Germany,30.06.2021,£900k,Bundesliga
508,SC Paderborn 07,Goalkeeper,Jannik Huth,"Apr 15, 1994 (25)",Germany,30.06.2022,£270k,Bundesliga
509,SC Paderborn 07,Goalkeeper,Michael Ratajczak,"Apr 16, 1982 (37)",Germany,30.06.2020,£90k,Bundesliga
510,SC Paderborn 07,Goalkeeper,Leon Brüggemeier,"Aug 23, 1997 (22)",Germany,30.06.2020,£90k,Bundesliga
511,SC Paderborn 07,Defender,Sebastian Schonlau,"Aug 5, 1994 (25)",Germany,30.06.2021,£1.35m,Bundesliga
512,SC Paderborn 07,Defender,Christian Strohdiek,"Jan 22, 1988 (31)",Germany,30.06.2021,£540k,Bundesliga
513,SC Paderborn 07,Defender,Uwe Hünemeier,"Jan 9, 1986 (33)",Germany,30.06.2020,£360k,Bundesliga
514,SC Paderborn 07,Defender,Luca Kilian,"Sep 1, 1999 (20)",Germany,30.06.2021,£180k,Bundesliga
515,SC Paderborn 07,Defender,Jan-Luca Rumpf,"Jul 8, 1999 (20)",Germany,30.06.2021,£135k,Bundesliga
516,SC Paderborn 07,Defender,Jamilu Collins,"Aug 5, 1994 (25)",Nigeria,30.06.2021,£1.35m,Bundesliga
517,SC Paderborn 07,Defender,Mohamed Dräger,"Jun 25, 1996 (23)",Tunisia,30.06.2020,£1.80m,Bundesliga
518,SC Paderborn 07,Defender,Laurent Jans,"Aug 5, 1992 (27)",Luxembourg,30.06.2020,£630k,Bundesliga
519,SC Paderborn 07,Midfielder,Klaus Gjasula,"Dec 14, 1989 (29)",Albania,30.06.2020,£675k,Bundesliga
520,SC Paderborn 07,Midfielder,Dominik Bilogrevic,"Jan 2, 1999 (20)",Croatia,30.06.2021,-,Bundesliga
521,SC Paderborn 07,Midfielder,Sebastian Vasiliadis,"Oct 4, 1997 (21)",Germany,30.06.2021,£3.15m,Bundesliga
522,SC Paderborn 07,Midfielder,Rifet Kapic,"Jul 3, 1995 (24)",Bosnia-Herzegovina,30.06.2022,£585k,Bundesliga
523,SC Paderborn 07,Midfielder,Cauly,"Sep 15, 1995 (24)",Brazil,30.06.2021,£900k,Bundesliga
524,SC Paderborn 07,Midfielder,Christopher Antwi-Adjei,"Feb 7, 1994 (25)",Germany,30.06.2021,£1.35m,Bundesliga
525,SC Paderborn 07,Midfielder,Abdelhamid Sabiri,"Nov 28, 1996 (22)",Germany,30.06.2021,£1.35m,Bundesliga
526,SC Paderborn 07,Midfielder,Marlon Ritter,"Oct 15, 1994 (24)",Germany,30.06.2021,£450k,Bundesliga
527,SC Paderborn 07,Forward,Gerrit Holtmann,"Mar 25, 1995 (24)",Germany,30.06.2020,£1.35m,Bundesliga
528,SC Paderborn 07,Forward,Kai Pröger,"May 15, 1992 (27)",Germany,30.06.2022,£720k,Bundesliga
529,SC Paderborn 07,Forward,Marcel Hilßner,"Jan 30, 1995 (24)",Germany,30.06.2021,£360k,Bundesliga
530,SC Paderborn 07,Forward,Johannes Dörfler,"Aug 23, 1996 (23)",Germany,30.06.2021,£225k,Bundesliga
531,SC Paderborn 07,Forward,Sven Michel,"Jul 15, 1990 (29)",Germany,30.06.2021,£1.13m,Bundesliga
532,SC Paderborn 07,Forward,Babacar Gueye,"Dec 31, 1994 (24)",Senegal,30.06.2020,£675k,Bundesliga
533,SC Paderborn 07,Forward,Ben Zolinski,"May 3, 1992 (27)",Germany,30.06.2020,£675k,Bundesliga
534,SC Paderborn 07,Forward,Streli Mamba,"Jun 17, 1994 (25)",Germany,30.06.2022,£495k,Bundesliga
535,SC Paderborn 07,Forward,Khiry Shelton,"Jun 26, 1993 (26)",United States,30.06.2021,£450k,Bundesliga
